	BioProject	BioSample	Body_Site	project	base_media	condition	growth_phase	isolate	reference_condition	skip	OD-600	NOTES	InsertDev	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LibraryStrategy	Manual Strain	Model	Platform	Project	ProjectID	ReleaseDate	Run	SRAStudy	Sample	ScientificName	Submission	TaxID	class_tax_id	species	species_tax_id	strain_tax_id	R1	R2	Swift	Treatment	full_name	passed_fastqc	passed_global_correlation	passed_number_replicates	passed_reads_mapped_to_CDS	passed_similar_replicates	condition_name	project_name	CenterName	Notes	SRA ID	Biosample	GEO Series	GEO Sample	PMID	passed_replicate_correlations	genetic_changes	name	condition.1	treatment	strain_description	biosample_strain	biosample_genotype	reference_condition.1	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	Study_Pubmed_id	SampleType	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	dbgap_study_accession	Consent	RunHash	ReadHash	LibraryName-DUPLICATE_DELETE	Experiment-DUPLICATE_DELETE	swift
SRX501652	PRJNA241252	SAMN02698522			Unknown_media	Unknown_media:valino-extract:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 13:17	SRR1205787	SRP040579	SRS582709	Staphylococcus aureus	SRA149320	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:valino-extract:exponential:HG003:WT	True	True	True	True	True	HG003__valino-extract_WT_Exponential	abx exposure	JCVI							True				valino-extract	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501653	PRJNA241252	SAMN02698523			Unknown_media	Unknown_media:x4251:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 13:31	SRR1205788	SRP040579	SRS582710	Staphylococcus aureus	SRA149321	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:x4251:exponential:HG003:WT	True	True	True	True	True	HG003__x4251_WT_Exponential	abx exposure	JCVI							True				x4251	WT			HG003__Control-DMSO_WT_Exponential																													
SRX501654	PRJNA241252	SAMN02698524			Unknown_media	Unknown_media:x4251:exponential:HG003:WT	exponential	HG003	Control-DMSO			From JCVI	0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	HG003	Illumina HiSeq 2000	ILLUMINA		241252.0	3/26/2014 13:32	SRR1205789	SRP040579	SRS582711	Staphylococcus aureus	SRA149322	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					abx exposure:Unknown_media:x4251:exponential:HG003:WT	True	True	True	True	True	HG003__x4251_WT_Exponential	abx exposure	JCVI							True				x4251	WT			HG003__Control-DMSO_WT_Exponential																													
SRX5029493	PRJNA506073	SAMN10442483			Unknown_media	Unknown_media:Mutant:exponential:RN4220:pG0400	exponential	RN4220	Control-0min				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina MiSeq	ILLUMINA		506073.0	2019-01-01 00:20:52	SRR8210322	SRP169868	SRS4060524	Staphylococcus aureus subsp. aureus RN4220	SRA813205	561307.0									csm6-CRISPR:Unknown_media:Mutant:exponential:RN4220:pG0400	True	True		True			csm6-CRISPR	THE ROCKEFELLER UNIVERSITY							True				Mutant	pG0400				2018-11-20 11:42:05	7916018.0	1110671290.0	0.0	140.0	427.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR8210322/SRR8210322.1	pGO-1		simple	pG0400							no					public	22D2B7984AF2C09622E8D80C96F8465C	14A823C336A058C3C344DCF69E039D2E	pGO-1	SRX5029493	False
SRX5029494	PRJNA506073	SAMN10442484			Unknown_media	Unknown_media:Mutant:exponential:RN4220:pG0400	exponential	RN4220	Control-0min				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina MiSeq	ILLUMINA		506073.0	2019-01-01 00:20:52	SRR8210321	SRP169868	SRS4060525	Staphylococcus aureus subsp. aureus RN4220	SRA813205	561307.0									csm6-CRISPR:Unknown_media:Mutant:exponential:RN4220:pG0400	True	True		True			csm6-CRISPR	THE ROCKEFELLER UNIVERSITY							True				Mutant	pG0400				2018-11-20 11:41:48	6462596.0	864125572.0	0.0	133.0	336.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR8210321/SRR8210321.1	206-1		simple	pG0420							no					public	C3B8FD43F12D38CCA7C4EC758560FC29	B1DF16821DD09B250F346D446830B208	206-1	SRX5029494	False
SRX5029495	PRJNA506073	SAMN10442475			Unknown_media	Unknown_media:Control-0min:exponential:RN4220:WT	exponential	RN4220	Control-0min				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		506073.0	2019-01-01 00:20:52	SRR8210320	SRP169868	SRS4060526	Staphylococcus aureus subsp. aureus RN4220	SRA813205	561307.0									csm6-CRISPR:Unknown_media:Control-0min:exponential:RN4220:WT	True	True		True			csm6-CRISPR	THE ROCKEFELLER UNIVERSITY							True				Control-0min	WT				2018-11-20 11:52:36	41980707.0	3190533732.0	0.0	76.0	1182.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR8210320/SRR8210320.1	109-1-0		simple	Csm6-0min #1							no					public	8217C5F47C1FE53FDBDEC905E868DAA6	347D19E4E68252815F8B65637742DAD4	109-1-0	SRX5029495	False
SRX5029496	PRJNA506073	SAMN10442476			Unknown_media	Unknown_media:Control-0min:exponential:RN4220:WT	exponential	RN4220	Control-0min				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		506073.0	2019-01-01 00:20:52	SRR8210319	SRP169868	SRS4060527	Staphylococcus aureus subsp. aureus RN4220	SRA813205	561307.0									csm6-CRISPR:Unknown_media:Control-0min:exponential:RN4220:WT	True	True		True			csm6-CRISPR	THE ROCKEFELLER UNIVERSITY							True				Control-0min	WT				2018-11-20 11:52:16	53084623.0	4034431348.0	0.0	76.0	1495.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR8210319/SRR8210319.1	109-2-0		simple	Csm6-0min #2							no					public	118E7573A73EB1AE9D729D32C6DFFEB2	F5449E3F03730AED40DDCEEB932555BC	109-2-0	SRX5029496	False
SRX5029497	PRJNA506073	SAMN10442477			Unknown_media	Unknown_media:Mutant-0min:exponential:RN4220:delta-Csm6	exponential	RN4220	Control-0min				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		506073.0	2019-01-01 00:20:52	SRR8210318	SRP169868	SRS4060528	Staphylococcus aureus subsp. aureus RN4220	SRA813205	561307.0									csm6-CRISPR:Unknown_media:Mutant-0min:exponential:RN4220:delta-Csm6	True	True		True			csm6-CRISPR	THE ROCKEFELLER UNIVERSITY							True				Mutant-0min	delta-Csm6				2018-11-20 11:59:23	62098503.0	4719486228.0	0.0	76.0	1753.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR8210318/SRR8210318.1	125-1-0		simple	dCsm6-0min #1							no					public	41445E1C1EFA75F5F8D36DCC6315D173	4117299FB985960EC6BBEBE9DD69345F	125-1-0	SRX5029497	False
SRX5029498	PRJNA506073	SAMN10442478			Unknown_media	Unknown_media:Mutant-0min:exponential:RN4220:delta-Csm6	exponential	RN4220	Control-0min				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		506073.0	2019-01-01 00:20:52	SRR8210317	SRP169868	SRS4060529	Staphylococcus aureus subsp. aureus RN4220	SRA813205	561307.0									csm6-CRISPR:Unknown_media:Mutant-0min:exponential:RN4220:delta-Csm6	True	True		True			csm6-CRISPR	THE ROCKEFELLER UNIVERSITY							True				Mutant-0min	delta-Csm6				2018-11-20 11:52:36	48951107.0	3720284132.0	0.0	76.0	1386.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR8210317/SRR8210317.1	125-2-0		simple	dCsm6-0min #2							no					public	72CFE4B462667126B3D961DBC73591A2	F05F21A9871AE771D7118C508B8FE934	125-2-0	SRX5029498	False
SRX5029499	PRJNA506073	SAMN10442479			Unknown_media	Unknown_media:Control-2min:exponential:RN4220:WT	exponential	RN4220	Control-0min				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		506073.0	2019-01-01 00:20:52	SRR8210316	SRP169868	SRS4060530	Staphylococcus aureus subsp. aureus RN4220	SRA813205	561307.0									csm6-CRISPR:Unknown_media:Control-2min:exponential:RN4220:WT	True	True		True			csm6-CRISPR	THE ROCKEFELLER UNIVERSITY							True				Control-2min	WT				2018-11-20 11:56:43	51402659.0	3906602084.0	0.0	76.0	1450.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR8210316/SRR8210316.1	109-1-2		simple	Csm6-2min #1							no					public	C2E67851C3EB375D6B5A6ED869A2295C	7798B1AA386DB2CFD5684EA9BD44F3BA	109-1-2	SRX5029499	False
SRX5029500	PRJNA506073	SAMN10442480			Unknown_media	Unknown_media:Control-2min:exponential:RN4220:WT	exponential	RN4220	Control-0min				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		506073.0	2019-01-01 00:20:52	SRR8210315	SRP169868	SRS4060531	Staphylococcus aureus subsp. aureus RN4220	SRA813205	561307.0									csm6-CRISPR:Unknown_media:Control-2min:exponential:RN4220:WT	True	True		True			csm6-CRISPR	THE ROCKEFELLER UNIVERSITY							True				Control-2min	WT				2018-11-20 11:57:42	53006223.0	4028472948.0	0.0	76.0	1498.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR8210315/SRR8210315.1	109-2-2		simple	Csm6-2min #2							no					public	9D59C93E81A6BE4F86EC4DF0268E7A4F	E73F557912E24283DE0B5962BC04948C	109-2-2	SRX5029500	False
SRX5029501	PRJNA506073	SAMN10442481			Unknown_media	Unknown_media:Mutant-2min:exponential:RN4220:delta-Csm6	exponential	RN4220	Control-0min				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		506073.0	2019-01-01 00:20:52	SRR8210314	SRP169868	SRS4060532	Staphylococcus aureus subsp. aureus RN4220	SRA813205	561307.0									csm6-CRISPR:Unknown_media:Mutant-2min:exponential:RN4220:delta-Csm6	True	True		True			csm6-CRISPR	THE ROCKEFELLER UNIVERSITY							True				Mutant-2min	delta-Csm6				2018-11-20 12:01:37	67799262.0	5152743912.0	0.0	76.0	1905.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR8210314/SRR8210314.1	125-1-2		simple	dCsm6-2min #1							no					public	0EE355ABA17304252F04EAAA2DB734B3	AFEC153037657A6AD2BB799846656D60	125-1-2	SRX5029501	False
SRX5029502	PRJNA506073	SAMN10442482			Unknown_media	Unknown_media:Mutant-2min:exponential:RN4220:delta-Csm6	exponential	RN4220	Control-0min				0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		506073.0	2019-01-01 00:20:52	SRR8210313	SRP169868	SRS4060533	Staphylococcus aureus subsp. aureus RN4220	SRA813205	561307.0									csm6-CRISPR:Unknown_media:Mutant-2min:exponential:RN4220:delta-Csm6	True	True		True			csm6-CRISPR	THE ROCKEFELLER UNIVERSITY							True				Mutant-2min	delta-Csm6				2018-11-20 11:56:44	56211838.0	4272099688.0	0.0	76.0	1594.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR8210313/SRR8210313.1	125-2-2		simple	dCsm6-2min #2							no					public	CBD55BAE9D31D173FCF94A018EFEACFD	8E811A1D6F22C8AD3D7B1735D9B2A89C	125-2-2	SRX5029502	False
SRX5174249	PRJNA511462	SAMN10636260			TSB	TSB:Control:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA		511462.0	2019-01-02 11:58:18	SRR8363871	SRP174222	SRS4181674	Staphylococcus aureus subsp. aureus str. Newman	SRA826334	426430.0									Mn-detox:TSB:Control:exponential:Newman:WT	True	True		True			Mn-detox	GEO							True				Control	WT				2018-12-21 14:11:27	18173832.0	2726074800.0	18173832.0	150.0	920.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8363871/SRR8363871.1		3.0	simple	GSM3527311							no					public	85556AEF021640A7EE17FD78E294B4F1	8AA53C21A8D51DC087F7460A3923F80E		SRX5174249	False
SRX5174250	PRJNA511462	SAMN10636259			TSB	TSB:Control:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA		511462.0	2019-01-02 11:58:18	SRR8363872	SRP174222	SRS4181675	Staphylococcus aureus subsp. aureus str. Newman	SRA826334	426430.0									Mn-detox:TSB:Control:exponential:Newman:WT	True	True		True			Mn-detox	GEO							True				Control	WT				2018-12-21 14:11:45	17953961.0	2693094150.0	17953961.0	150.0	891.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8363872/SRR8363872.1		3.0	simple	GSM3527312							no					public	6D8A8FD1774E708AACDA4D881877A1A9	77CE12C4DAB8261E7304DF96FF1F01BF		SRX5174250	False
SRX5174251	PRJNA511462	SAMN10636258			TSB	TSB:Control:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA		511462.0	2019-01-02 11:58:18	SRR8363873	SRP174222	SRS4181676	Staphylococcus aureus subsp. aureus str. Newman	SRA826334	426430.0									Mn-detox:TSB:Control:exponential:Newman:WT	True	True		True			Mn-detox	GEO							True				Control	WT				2018-12-21 14:11:00	16958576.0	2543786400.0	16958576.0	150.0	864.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8363873/SRR8363873.1		3.0	simple	GSM3527313							no					public	BAAFD9DD62FA840FFAE6E44E4A5DABA4	D0D31355C54C2CEC42B88D15A834A12A		SRX5174251	False
SRX5174252	PRJNA511462	SAMN10636268			TSB	TSB:1mM-MnCl2:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA		511462.0	2019-01-02 11:58:18	SRR8363874	SRP174222	SRS4181677	Staphylococcus aureus subsp. aureus str. Newman	SRA826334	426430.0									Mn-detox:TSB:1mM-MnCl2:exponential:Newman:WT	True	True		True			Mn-detox	GEO							True				1mM-MnCl2	WT				2018-12-21 14:11:39	19150869.0	2872630350.0	19150869.0	150.0	977.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8363874/SRR8363874.1		3.0	simple	GSM3527314							no					public	8D94FC69C77D1CAEAADB82D105F25BBC	60ED6CF5CB13FF2A42D0CAA30D1D7D02		SRX5174252	False
SRX5174253	PRJNA511462	SAMN10636267			TSB	TSB:1mM-MnCl2:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA		511462.0	2019-01-02 11:58:18	SRR8363875	SRP174222	SRS4181678	Staphylococcus aureus subsp. aureus str. Newman	SRA826334	426430.0									Mn-detox:TSB:1mM-MnCl2:exponential:Newman:WT	True	True		True			Mn-detox	GEO							True				1mM-MnCl2	WT				2018-12-21 14:09:41	15044471.0	2256670650.0	15044471.0	150.0	778.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8363875/SRR8363875.1		3.0	simple	GSM3527315							no					public	A441A370EC843B0C5074C058CEA59F58	197A5620E460BBE00FBB32AB4A436996		SRX5174253	False
SRX5174254	PRJNA511462	SAMN10636266			TSB	TSB:1mM-MnCl2:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA		511462.0	2019-01-02 11:58:18	SRR8363876	SRP174222	SRS4181679	Staphylococcus aureus subsp. aureus str. Newman	SRA826334	426430.0									Mn-detox:TSB:1mM-MnCl2:exponential:Newman:WT	True	True		True			Mn-detox	GEO							True				1mM-MnCl2	WT				2018-12-21 14:10:51	15264266.0	2289639900.0	15264266.0	150.0	782.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8363876/SRR8363876.1		3.0	simple	GSM3527316							no					public	EE05FAA74EF69E20E5B068F50B77CBCF	B93E4A7E9FEE9B4A1285B768A4CC712D		SRX5174254	False
SRX5495459	PRJNA526226	SAMN11091029			TSB	TSB:Control:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA		526226.0	2020-10-09 17:05:43	SRR8699865	SRP187964	SRS4465070	Staphylococcus aureus subsp. aureus str. Newman	SRA857650	426430.0									compound-VU0026921 :TSB:Control:exponential:Newman:WT	True	True		True			compound-VU0026921 	GEO							True				Control	WT				2019-03-08 17:16:27	18173832.0	2726074800.0	18173832.0	150.0	920.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8699865/SRR8699865.1		3.0	simple	GSM3661974							no					public	85556AEF021640A7EE17FD78E294B4F1	8AA53C21A8D51DC087F7460A3923F80E		SRX5495459	False
SRX5495460	PRJNA526226	SAMN11091028			TSB	TSB:Control:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA		526226.0	2020-10-09 17:05:43	SRR8699866	SRP187964	SRS4465071	Staphylococcus aureus subsp. aureus str. Newman	SRA857650	426430.0									compound-VU0026921 :TSB:Control:exponential:Newman:WT	True	True		True			compound-VU0026921 	GEO							True				Control	WT				2019-03-08 17:21:34	17953961.0	2693094150.0	17953961.0	150.0	891.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR8699866/SRR8699866.1		3.0	simple	GSM3661975							no					public	6D8A8FD1774E708AACDA4D881877A1A9	77CE12C4DAB8261E7304DF96FF1F01BF		SRX5495460	False
SRX5495461	PRJNA526226	SAMN11091027			TSB	TSB:Control:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA		526226.0	2020-10-09 17:05:43	SRR8699867	SRP187964	SRS4465072	Staphylococcus aureus subsp. aureus str. Newman	SRA857650	426430.0									compound-VU0026921 :TSB:Control:exponential:Newman:WT	True	True		True			compound-VU0026921 	GEO							True				Control	WT				2019-03-08 17:25:15	16958576.0	2543786400.0	16958576.0	150.0	864.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR8699867/SRR8699867.1		3.0	simple	GSM3661976							no					public	BAAFD9DD62FA840FFAE6E44E4A5DABA4	D0D31355C54C2CEC42B88D15A834A12A		SRX5495461	False
SRX5495462	PRJNA526226	SAMN11090984			TSB	TSB:1mM-MnCl2:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA		526226.0	2020-10-09 17:05:43	SRR8699868	SRP187964	SRS4465073	Staphylococcus aureus subsp. aureus str. Newman	SRA857650	426430.0									compound-VU0026921 :TSB:1mM-MnCl2:exponential:Newman:WT	True	True		True			compound-VU0026921 	GEO							True				1mM-MnCl2	WT				2019-03-08 17:23:35	19150869.0	2872630350.0	19150869.0	150.0	977.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8699868/SRR8699868.1		3.0	simple	GSM3661977							no					public	8D94FC69C77D1CAEAADB82D105F25BBC	60ED6CF5CB13FF2A42D0CAA30D1D7D02		SRX5495462	False
SRX5495463	PRJNA526226	SAMN11090983			TSB	TSB:1mM-MnCl2:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA		526226.0	2020-10-09 17:05:43	SRR8699869	SRP187964	SRS4465074	Staphylococcus aureus subsp. aureus str. Newman	SRA857650	426430.0									compound-VU0026921 :TSB:1mM-MnCl2:exponential:Newman:WT	True	True		True			compound-VU0026921 	GEO							True				1mM-MnCl2	WT				2019-03-08 17:22:42	15044471.0	2256670650.0	15044471.0	150.0	778.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8699869/SRR8699869.1		3.0	simple	GSM3661978							no					public	A441A370EC843B0C5074C058CEA59F58	197A5620E460BBE00FBB32AB4A436996		SRX5495463	False
SRX5495464	PRJNA526226	SAMN11090980			TSB	TSB:1mM-MnCl2:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA		526226.0	2020-10-09 17:05:43	SRR8699870	SRP187964	SRS4465075	Staphylococcus aureus subsp. aureus str. Newman	SRA857650	426430.0									compound-VU0026921 :TSB:1mM-MnCl2:exponential:Newman:WT	True	True		True			compound-VU0026921 	GEO							True				1mM-MnCl2	WT				2019-03-08 17:27:22	15264266.0	2289639900.0	15264266.0	150.0	782.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8699870/SRR8699870.1		3.0	simple	GSM3661979							no					public	EE05FAA74EF69E20E5B068F50B77CBCF	B93E4A7E9FEE9B4A1285B768A4CC712D		SRX5495464	False
SRX5495465	PRJNA526226	SAMN11090979			TSB	TSB:100 uM-VU0026921:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA		526226.0	2020-10-09 17:05:44	SRR8699871	SRP187964	SRS4465076	Staphylococcus aureus subsp. aureus str. Newman	SRA857650	426430.0									compound-VU0026921 :TSB:100 uM-VU0026921:exponential:Newman:WT	True	True		True			compound-VU0026921 	GEO							True				100 uM-VU0026921	WT				2019-03-08 17:00:27	19783968.0	2967595200.0	19783968.0	150.0	1018.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR8699871/SRR8699871.1		3.0	simple	GSM3661980							no					public	11D23D2CB88E17B0FDFD6F94952D4F4A	0AC8C606B10307751F4BDAEF9AF595BA		SRX5495465	False
SRX5495466	PRJNA526226	SAMN11090978			TSB	TSB:100 uM-VU0026921:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA		526226.0	2020-10-09 17:05:44	SRR8699872	SRP187964	SRS4465077	Staphylococcus aureus subsp. aureus str. Newman	SRA857650	426430.0									compound-VU0026921 :TSB:100 uM-VU0026921:exponential:Newman:WT	True	True		True			compound-VU0026921 	GEO							True				100 uM-VU0026921	WT				2019-03-08 17:00:40	20029228.0	3004384200.0	20029228.0	150.0	1020.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8699872/SRR8699872.1		3.0	simple	GSM3661981							no					public	2987C5410A60CB0174790F057C27D9AD	26BCB387D0D026E723933C90062E7353		SRX5495466	False
SRX5495467	PRJNA526226	SAMN11090977			TSB	TSB:100 uM-VU0026921:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA		526226.0	2020-10-09 17:05:44	SRR8699873	SRP187964	SRS4465078	Staphylococcus aureus subsp. aureus str. Newman	SRA857650	426430.0									compound-VU0026921 :TSB:100 uM-VU0026921:exponential:Newman:WT	True	True		True			compound-VU0026921 	GEO							True				100 uM-VU0026921	WT				2019-03-08 16:58:38	15590322.0	2338548300.0	15590322.0	150.0	794.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR8699873/SRR8699873.1		3.0	simple	GSM3661982							no					public	475571CD78FB07C852C33C295DBB7659	E172700676A7B10BCC3346AFD73661F7		SRX5495467	False
SRX5495468	PRJNA526226	SAMN11090982			TSB	TSB:1mM-MnCl2 +  100 uM-VU0026921:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA		526226.0	2020-10-09 17:05:44	SRR8699874	SRP187964	SRS4465079	Staphylococcus aureus subsp. aureus str. Newman	SRA857650	426430.0									compound-VU0026921 :TSB:1mM-MnCl2 +  100 uM-VU0026921:exponential:Newman:WT	True	True		True			compound-VU0026921 	GEO							True				1mM-MnCl2 +  100 uM-VU0026921	WT				2019-03-08 16:59:26	18462139.0	2769320850.0	18462139.0	150.0	944.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8699874/SRR8699874.1		3.0	simple	GSM3661983							no					public	99030D705D4DBAB4DBCC2BB2B25ADF77	7F619B1E40473FAD2C216B0F66651B5C		SRX5495468	False
