# Metadata of the RNA sequencing data used to create the TRN model with ICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,# Metadata of the RNA sequencing data used to create the TRN model with ICA
,BioProject,BioSample,Body_Site,project,base_media,condition,growth_phase,isolate,reference_condition,skip,OD-600,NOTES,InsertDev,InsertSize,LibraryLayout,LibrarySelection,LibrarySource,LibraryStrategy,Manual Strain,Model,Platform,Project,ProjectID,ReleaseDate,Run,SRAStudy,Sample,ScientificName,Submission,TaxID,class_tax_id,species,species_tax_id,strain_tax_id,Swift,Treatment,full_name,passed_fastqc,passed_global_correlation,passed_number_replicates,passed_reads_mapped_to_CDS,passed_similar_replicates,condition_name,project_name,CenterName,Notes,SRA ID,GEO Series,GEO Sample,PMID,passed_replicate_correlations,genetic_changes,name,treatment,strain_description,Study_Pubmed_id,Previous ID (Changed SRR to SRX)
SRX501480,PRJNA241252,SAMN02698506,,PRJNA241252,Unknown_media,Unknown_media:etycomp:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:48,SRR1205336,SRP040579,SRS582537,Staphylococcus aureus,SRA149273,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:etycomp:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__etycomp_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,etycomp,WT,,SRX501480
SRX501481,PRJNA241252,SAMN02698503,,PRJNA241252,Unknown_media,Unknown_media:etyext:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:48,SRR1205337,SRP040579,SRS582538,Staphylococcus aureus,SRA149274,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:etyext:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__etyext_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,etyext,WT,,SRX501481
SRX501482,PRJNA241252,SAMN02698504,,PRJNA241252,Unknown_media,Unknown_media:etyext:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:50,SRR1205338,SRP040579,SRS582539,Staphylococcus aureus,SRA149275,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:etyext:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__etyext_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,etyext,WT,,SRX501482
SRX501483,PRJNA241252,SAMN02698507,,PRJNA241252,Unknown_media,Unknown_media:novo-compound:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:50,SRR1205339,SRP040579,SRS582540,Staphylococcus aureus,SRA149276,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:novo-compound:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__novo-compound_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,novo-compound,WT,,SRX501483
SRX501484,PRJNA241252,SAMN02698508,,PRJNA241252,Unknown_media,Unknown_media:novo-compound:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:50,SRR1205340,SRP040579,SRS582541,Staphylococcus aureus,SRA149277,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:novo-compound:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__novo-compound_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,novo-compound,WT,,SRX501484
SRX501485,PRJNA241252,SAMN02698509,,PRJNA241252,Unknown_media,Unknown_media:novo-extract:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:51,SRR1205341,SRP040579,SRS582542,Staphylococcus aureus,SRA149278,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:novo-extract:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__novo-extract_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,novo-extract,WT,,SRX501485
SRX501486,PRJNA241252,SAMN02698511,,PRJNA241252,Unknown_media,Unknown_media:penicillin-compound:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:51,SRR1205342,SRP040579,SRS582543,Staphylococcus aureus,SRA149279,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:penicillin-compound:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__penicillin-compound_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,penicillin-compound,WT,,SRX501486
SRX501487,PRJNA241252,SAMN02698512,,PRJNA241252,Unknown_media,Unknown_media:penicillin-compound:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 21:36,SRR1205343,SRP040579,SRS582544,Staphylococcus aureus,SRA149280,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:penicillin-compound:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__penicillin-compound_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,penicillin-compound,WT,,SRX501487
SRX501490,PRJNA241252,SAMN02698515,,PRJNA241252,Unknown_media,Unknown_media:rif-compound:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:55,SRR1205346,SRP040579,SRS582547,Staphylococcus aureus,SRA149283,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:rif-compound:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__rif-compound_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,rif-compound,WT,,SRX501490
SRX501491,PRJNA241252,SAMN02698516,,PRJNA241252,Unknown_media,Unknown_media:rif-compound:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:55,SRR1205347,SRP040579,SRS582548,Staphylococcus aureus,SRA149284,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:rif-compound:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__rif-compound_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,rif-compound,WT,,SRX501491
SRX501504,PRJNA241252,SAMN02698510,,PRJNA241252,Unknown_media,Unknown_media:novo-extract:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:57,SRR1205360,SRP040579,SRS582561,Staphylococcus aureus,SRA149286,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:novo-extract:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__novo-extract_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,novo-extract,WT,,SRX501504
SRX501505,PRJNA241252,SAMN02698517,,PRJNA241252,Unknown_media,Unknown_media:rif-extract:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:55,SRR1205361,SRP040579,SRS582562,Staphylococcus aureus,SRA149287,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:rif-extract:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__rif-extract_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,rif-extract,WT,,SRX501505
SRX501506,PRJNA241252,SAMN02698518,,PRJNA241252,Unknown_media,Unknown_media:rif-extract:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:55,SRR1205362,SRP040579,SRS582563,Staphylococcus aureus,SRA149288,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:rif-extract:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__rif-extract_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,rif-extract,WT,,SRX501506
SRX501507,PRJNA241252,SAMN02698519,,PRJNA241252,Unknown_media,Unknown_media:valino-compound:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:55,SRR1205363,SRP040579,SRS582564,Staphylococcus aureus,SRA149289,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:valino-compound:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__valino-compound_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,valino-compound,WT,,SRX501507
SRX501508,PRJNA241252,SAMN02698520,,PRJNA241252,Unknown_media,Unknown_media:valino-compound:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:55,SRR1205364,SRP040579,SRS582565,Staphylococcus aureus,SRA149290,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:valino-compound:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__valino-compound_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,valino-compound,WT,,SRX501508
SRX501509,PRJNA241252,SAMN02698521,,PRJNA241252,Unknown_media,Unknown_media:valino-extract:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 11:53,SRR1205365,SRP040579,SRS582566,Staphylococcus aureus,SRA149291,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:valino-extract:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__valino-extract_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,valino-extract,WT,,SRX501509
SRX501652,PRJNA241252,SAMN02698522,,PRJNA241252,Unknown_media,Unknown_media:valino-extract:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 13:17,SRR1205787,SRP040579,SRS582709,Staphylococcus aureus,SRA149320,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:valino-extract:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__valino-extract_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,valino-extract,WT,,SRX501652
SRX501653,PRJNA241252,SAMN02698523,,PRJNA241252,Unknown_media,Unknown_media:x4251:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 13:31,SRR1205788,SRP040579,SRS582710,Staphylococcus aureus,SRA149321,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:x4251:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__x4251_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,x4251,WT,,SRX501653
SRX501654,PRJNA241252,SAMN02698524,,PRJNA241252,Unknown_media,Unknown_media:x4251:exponential:HG003:WT,exponential,HG003,Control-DMSO,,,From JCVI,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,HG003,Illumina HiSeq 2000,ILLUMINA,,241252,3/26/2014 13:32,SRR1205789,SRP040579,SRS582711,Staphylococcus aureus,SRA149322,1280,91061,Staphylococcus aureus,1280,1280,,,abx exposure:Unknown_media:x4251:exponential:HG003:WT,TRUE,TRUE,TRUE,TRUE,TRUE,HG003__x4251_WT_Exponential,abx exposure,JCVI,,,,,,TRUE,,,x4251,WT,,SRX501654
SRX5029493,PRJNA506073,SAMN10442483,,PRJNA506073,Unknown_media,Unknown_media:Mutant:exponential:RN4220:pG0400,exponential,RN4220,Control-0min,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina MiSeq,ILLUMINA,,506073,1/1/2019 0:20,SRR8210322,SRP169868,SRS4060524,Staphylococcus aureus subsp. aureus RN4220,SRA813205,561307,,,,,,,csm6-CRISPR:Unknown_media:Mutant:exponential:RN4220:pG0400,TRUE,TRUE,,TRUE,,,csm6-CRISPR,THE ROCKEFELLER UNIVERSITY,,,,,,TRUE,,,Mutant,pG0400,,SRX5029493
SRX5029494,PRJNA506073,SAMN10442484,,PRJNA506073,Unknown_media,Unknown_media:Mutant:exponential:RN4220:pG0400,exponential,RN4220,Control-0min,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina MiSeq,ILLUMINA,,506073,1/1/2019 0:20,SRR8210321,SRP169868,SRS4060525,Staphylococcus aureus subsp. aureus RN4220,SRA813205,561307,,,,,,,csm6-CRISPR:Unknown_media:Mutant:exponential:RN4220:pG0400,TRUE,TRUE,,TRUE,,,csm6-CRISPR,THE ROCKEFELLER UNIVERSITY,,,,,,TRUE,,,Mutant,pG0400,,SRX5029494
SRX5029495,PRJNA506073,SAMN10442475,,PRJNA506073,Unknown_media,Unknown_media:Control-0min:exponential:RN4220:WT,exponential,RN4220,Control-0min,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,506073,1/1/2019 0:20,SRR8210320,SRP169868,SRS4060526,Staphylococcus aureus subsp. aureus RN4220,SRA813205,561307,,,,,,,csm6-CRISPR:Unknown_media:Control-0min:exponential:RN4220:WT,TRUE,TRUE,,TRUE,,,csm6-CRISPR,THE ROCKEFELLER UNIVERSITY,,,,,,TRUE,,,Control-0min,WT,,SRX5029495
SRX5029496,PRJNA506073,SAMN10442476,,PRJNA506073,Unknown_media,Unknown_media:Control-0min:exponential:RN4220:WT,exponential,RN4220,Control-0min,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,506073,1/1/2019 0:20,SRR8210319,SRP169868,SRS4060527,Staphylococcus aureus subsp. aureus RN4220,SRA813205,561307,,,,,,,csm6-CRISPR:Unknown_media:Control-0min:exponential:RN4220:WT,TRUE,TRUE,,TRUE,,,csm6-CRISPR,THE ROCKEFELLER UNIVERSITY,,,,,,TRUE,,,Control-0min,WT,,SRX5029496
SRX5029497,PRJNA506073,SAMN10442477,,PRJNA506073,Unknown_media,Unknown_media:Mutant-0min:exponential:RN4220:delta-Csm6,exponential,RN4220,Control-0min,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,506073,1/1/2019 0:20,SRR8210318,SRP169868,SRS4060528,Staphylococcus aureus subsp. aureus RN4220,SRA813205,561307,,,,,,,csm6-CRISPR:Unknown_media:Mutant-0min:exponential:RN4220:delta-Csm6,TRUE,TRUE,,TRUE,,,csm6-CRISPR,THE ROCKEFELLER UNIVERSITY,,,,,,TRUE,,,Mutant-0min,delta-Csm6,,SRX5029497
SRX5029498,PRJNA506073,SAMN10442478,,PRJNA506073,Unknown_media,Unknown_media:Mutant-0min:exponential:RN4220:delta-Csm6,exponential,RN4220,Control-0min,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,506073,1/1/2019 0:20,SRR8210317,SRP169868,SRS4060529,Staphylococcus aureus subsp. aureus RN4220,SRA813205,561307,,,,,,,csm6-CRISPR:Unknown_media:Mutant-0min:exponential:RN4220:delta-Csm6,TRUE,TRUE,,TRUE,,,csm6-CRISPR,THE ROCKEFELLER UNIVERSITY,,,,,,TRUE,,,Mutant-0min,delta-Csm6,,SRX5029498
SRX5029499,PRJNA506073,SAMN10442479,,PRJNA506073,Unknown_media,Unknown_media:Control-2min:exponential:RN4220:WT,exponential,RN4220,Control-0min,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,506073,1/1/2019 0:20,SRR8210316,SRP169868,SRS4060530,Staphylococcus aureus subsp. aureus RN4220,SRA813205,561307,,,,,,,csm6-CRISPR:Unknown_media:Control-2min:exponential:RN4220:WT,TRUE,TRUE,,TRUE,,,csm6-CRISPR,THE ROCKEFELLER UNIVERSITY,,,,,,TRUE,,,Control-2min,WT,,SRX5029499
SRX5029500,PRJNA506073,SAMN10442480,,PRJNA506073,Unknown_media,Unknown_media:Control-2min:exponential:RN4220:WT,exponential,RN4220,Control-0min,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,506073,1/1/2019 0:20,SRR8210315,SRP169868,SRS4060531,Staphylococcus aureus subsp. aureus RN4220,SRA813205,561307,,,,,,,csm6-CRISPR:Unknown_media:Control-2min:exponential:RN4220:WT,TRUE,TRUE,,TRUE,,,csm6-CRISPR,THE ROCKEFELLER UNIVERSITY,,,,,,TRUE,,,Control-2min,WT,,SRX5029500
SRX5029501,PRJNA506073,SAMN10442481,,PRJNA506073,Unknown_media,Unknown_media:Mutant-2min:exponential:RN4220:delta-Csm6,exponential,RN4220,Control-0min,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,506073,1/1/2019 0:20,SRR8210314,SRP169868,SRS4060532,Staphylococcus aureus subsp. aureus RN4220,SRA813205,561307,,,,,,,csm6-CRISPR:Unknown_media:Mutant-2min:exponential:RN4220:delta-Csm6,TRUE,TRUE,,TRUE,,,csm6-CRISPR,THE ROCKEFELLER UNIVERSITY,,,,,,TRUE,,,Mutant-2min,delta-Csm6,,SRX5029501
SRX5029502,PRJNA506073,SAMN10442482,,PRJNA506073,Unknown_media,Unknown_media:Mutant-2min:exponential:RN4220:delta-Csm6,exponential,RN4220,Control-0min,,,,0,0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,506073,1/1/2019 0:20,SRR8210313,SRP169868,SRS4060533,Staphylococcus aureus subsp. aureus RN4220,SRA813205,561307,,,,,,,csm6-CRISPR:Unknown_media:Mutant-2min:exponential:RN4220:delta-Csm6,TRUE,TRUE,,TRUE,,,csm6-CRISPR,THE ROCKEFELLER UNIVERSITY,,,,,,TRUE,,,Mutant-2min,delta-Csm6,,SRX5029502
SRX5174249,PRJNA511462,SAMN10636260,,PRJNA511462,TSB,TSB:Control:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 3000,ILLUMINA,,511462,1/2/2019 11:58,SRR8363871,SRP174222,SRS4181674,Staphylococcus aureus subsp. aureus str. Newman,SRA826334,426430,,,,,,,Mn-detox:TSB:Control:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,Mn-detox,GEO,,,,,,TRUE,,,Control,WT,3,SRX5174249
SRX5174250,PRJNA511462,SAMN10636259,,PRJNA511462,TSB,TSB:Control:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 3000,ILLUMINA,,511462,1/2/2019 11:58,SRR8363872,SRP174222,SRS4181675,Staphylococcus aureus subsp. aureus str. Newman,SRA826334,426430,,,,,,,Mn-detox:TSB:Control:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,Mn-detox,GEO,,,,,,TRUE,,,Control,WT,3,SRX5174250
SRX5174251,PRJNA511462,SAMN10636258,,PRJNA511462,TSB,TSB:Control:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 3000,ILLUMINA,,511462,1/2/2019 11:58,SRR8363873,SRP174222,SRS4181676,Staphylococcus aureus subsp. aureus str. Newman,SRA826334,426430,,,,,,,Mn-detox:TSB:Control:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,Mn-detox,GEO,,,,,,TRUE,,,Control,WT,3,SRX5174251
SRX5174252,PRJNA511462,SAMN10636268,,PRJNA511462,TSB,TSB:1mM-MnCl2:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 3000,ILLUMINA,,511462,1/2/2019 11:58,SRR8363874,SRP174222,SRS4181677,Staphylococcus aureus subsp. aureus str. Newman,SRA826334,426430,,,,,,,Mn-detox:TSB:1mM-MnCl2:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,Mn-detox,GEO,,,,,,TRUE,,,1mM-MnCl2,WT,3,SRX5174252
SRX5174253,PRJNA511462,SAMN10636267,,PRJNA511462,TSB,TSB:1mM-MnCl2:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 3000,ILLUMINA,,511462,1/2/2019 11:58,SRR8363875,SRP174222,SRS4181678,Staphylococcus aureus subsp. aureus str. Newman,SRA826334,426430,,,,,,,Mn-detox:TSB:1mM-MnCl2:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,Mn-detox,GEO,,,,,,TRUE,,,1mM-MnCl2,WT,3,SRX5174253
SRX5174254,PRJNA511462,SAMN10636266,,PRJNA511462,TSB,TSB:1mM-MnCl2:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 3000,ILLUMINA,,511462,1/2/2019 11:58,SRR8363876,SRP174222,SRS4181679,Staphylococcus aureus subsp. aureus str. Newman,SRA826334,426430,,,,,,,Mn-detox:TSB:1mM-MnCl2:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,Mn-detox,GEO,,,,,,TRUE,,,1mM-MnCl2,WT,3,SRX5174254
SRX5495459,PRJNA526226,SAMN11091029,,PRJNA526226,TSB,TSB:Control:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 3000,ILLUMINA,,526226,10/9/2020 17:05,SRR8699865,SRP187964,SRS4465070,Staphylococcus aureus subsp. aureus str. Newman,SRA857650,426430,,,,,,,compound-VU0026921 :TSB:Control:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,compound-VU0026921 ,GEO,,,,,,TRUE,,,Control,WT,3,SRX5495459
SRX5495460,PRJNA526226,SAMN11091028,,PRJNA526226,TSB,TSB:Control:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 3000,ILLUMINA,,526226,10/9/2020 17:05,SRR8699866,SRP187964,SRS4465071,Staphylococcus aureus subsp. aureus str. Newman,SRA857650,426430,,,,,,,compound-VU0026921 :TSB:Control:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,compound-VU0026921 ,GEO,,,,,,TRUE,,,Control,WT,3,SRX5495460
SRX5495461,PRJNA526226,SAMN11091027,,PRJNA526226,TSB,TSB:Control:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 3000,ILLUMINA,,526226,10/9/2020 17:05,SRR8699867,SRP187964,SRS4465072,Staphylococcus aureus subsp. aureus str. Newman,SRA857650,426430,,,,,,,compound-VU0026921 :TSB:Control:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,compound-VU0026921 ,GEO,,,,,,TRUE,,,Control,WT,3,SRX5495461
SRX5495462,PRJNA526226,SAMN11090984,,PRJNA526226,TSB,TSB:1mM-MnCl2:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 3000,ILLUMINA,,526226,10/9/2020 17:05,SRR8699868,SRP187964,SRS4465073,Staphylococcus aureus subsp. aureus str. Newman,SRA857650,426430,,,,,,,compound-VU0026921 :TSB:1mM-MnCl2:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,compound-VU0026921 ,GEO,,,,,,TRUE,,,1mM-MnCl2,WT,3,SRX5495462
SRX5495463,PRJNA526226,SAMN11090983,,PRJNA526226,TSB,TSB:1mM-MnCl2:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 3000,ILLUMINA,,526226,10/9/2020 17:05,SRR8699869,SRP187964,SRS4465074,Staphylococcus aureus subsp. aureus str. Newman,SRA857650,426430,,,,,,,compound-VU0026921 :TSB:1mM-MnCl2:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,compound-VU0026921 ,GEO,,,,,,TRUE,,,1mM-MnCl2,WT,3,SRX5495463
SRX5495464,PRJNA526226,SAMN11090980,,PRJNA526226,TSB,TSB:1mM-MnCl2:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 3000,ILLUMINA,,526226,10/9/2020 17:05,SRR8699870,SRP187964,SRS4465075,Staphylococcus aureus subsp. aureus str. Newman,SRA857650,426430,,,,,,,compound-VU0026921 :TSB:1mM-MnCl2:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,compound-VU0026921 ,GEO,,,,,,TRUE,,,1mM-MnCl2,WT,3,SRX5495464
SRX5495465,PRJNA526226,SAMN11090979,,PRJNA526226,TSB,TSB:100 uM-VU0026921:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 3000,ILLUMINA,,526226,10/9/2020 17:05,SRR8699871,SRP187964,SRS4465076,Staphylococcus aureus subsp. aureus str. Newman,SRA857650,426430,,,,,,,compound-VU0026921 :TSB:100 uM-VU0026921:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,compound-VU0026921 ,GEO,,,,,,TRUE,,,100 uM-VU0026921,WT,3,SRX5495465
